="Hetero: Unemployment"
="immigration share(denominator:pop i,91)",="0.443",="0.246",="0.639",="0.276**",="0.198**",="0.356**"
="",="(0.310)",="(0.205)",="(0.423)",="(0.119)",="(0.100)",="(0.145)"
="year==1996",="0.272***",="0.214***",="0.341***",="0.230***",="0.190***",="0.275***"
="",="(0.024)",="(0.016)",="(0.033)",="(0.009)",="(0.008)",="(0.012)"
="year==2001",="0.196***",="0.150***",="0.250***",="0.171***",="0.139***",="0.205***"
="",="(0.021)",="(0.015)",="(0.029)",="(0.008)",="(0.006)",="(0.010)"
="year==2006",="0.138***",="0.102***",="0.178***",="0.121***",="0.095***",="0.148***"
="",="(0.020)",="(0.014)",="(0.028)",="(0.008)",="(0.007)",="(0.010)"
="year==2011",="0.098***",="0.076***",="0.124***",="0.093***",="0.074***",="0.112***"
="",="(0.015)",="(0.010)",="(0.021)",="(0.007)",="(0.006)",="(0.009)"
="year==2016",="0.054***",="0.048***",="0.062***",="0.054***",="0.048***",="0.060***"
="",="(0.005)",="(0.005)",="(0.006)",="(0.003)",="(0.003)",="(0.004)"
="year==2021",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"
="lag_share_college",="0.029",="0.094",="0.019",="0.242",="0.210",="0.293*"
="",="(0.286)",="(0.220)",="(0.382)",="(0.147)",="(0.130)",="(0.175)"
="First stage: Immigration share",="0.724",="0.724",="0.724",="0.438",="0.438",="0.438"
="\ \ \ \ (SE)",="0.436",="0.436",="0.436",="0.177",="0.177",="0.177"
="C-D F-stat",="55.726",="55.726",="55.726",="37.021",="37.021",="37.021"
="KP F-statistic",="2.76",="2.76",="2.76",="6.13",="6.13",="6.13"
="Stock-Yogo CV (10\%)",="16.38",="16.38",="16.38",="16.38",="16.38",="16.38"
="Stock-Yogo CV (15\%)",="8.960",="8.960",="8.960",="8.960",="8.960",="8.960"
="AR F-statistic",="17.722",="5.447",="20.974",="10.554",="5.997",="14.344"
="AR p-value",="0",="0",="0",="0",="0",="0"
="Observations",="1,457",="1,457",="1,457",="1,518",="1,518",="1,518"
="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
