="Table 5: Hetero"
="",="(0.008)",="(0.011)",="(0.013)",="(0.061)",="(0.063)",="(0.024)"
="year==2006",="0.038***",="-0.049***",="-0.005",="0.070",="-0.087",="0.020"
="",="(0.007)",="(0.009)",="(0.011)",="(0.074)",="(0.076)",="(0.027)"
="year==2011",="0.018***",="-0.019***",="-0.010",="0.039",="-0.047",="0.006"
="",="(0.004)",="(0.007)",="(0.007)",="(0.044)",="(0.046)",="(0.017)"
="year==2016",="-0.001",="-0.010***",="-0.005**",="-0.015*",="0.002",="-0.002"
="",="(0.003)",="(0.003)",="(0.003)",="(0.008)",="(0.008)",="(0.003)"
="year==2021",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"
="lag_share_college",="0.509***",="0.026",="-0.444***",="0.315*",="-0.033",="-0.298***"
="",="(0.069)",="(0.080)",="(0.120)",="(0.171)",="(0.163)",="(0.069)"
="N",="1458.000",="1458.000",="1458.000",="1518.000",="1518.000",="1518.000"
="widstat",="10.602",="10.602",="10.602",="0.798",="0.798",="0.798"
="arf",="0.113",="27.923",="0.939",="5.509",="4.982",="0.221"
="arfp",="0.737",="0.000",="0.334",="0.020",="0.026",="0.639"
="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
="Table 5: Hetero"
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="share_mar",="share_marmale",="share_marfemale",="share_mar",="share_marmale",="share_marfemale"
="immigration share(denominator:pop i,t-1)",="0.131",="0.116",="0.033",="2.179",="2.383",="1.911"
="",="(0.119)",="(0.144)",="(0.139)",="(2.521)",="(2.793)",="(2.182)"
="year==1996",="0.258***",="0.210***",="0.303***",="0.347**",="0.321*",="0.373***"
="",="(0.013)",="(0.015)",="(0.015)",="(0.153)",="(0.169)",="(0.134)"
="year==2001",="0.181***",="0.146***",="0.216***",="0.254**",="0.233*",="0.276***"
="",="(0.011)",="(0.013)",="(0.012)",="(0.110)",="(0.121)",="(0.096)"
="year==2006",="0.122***",="0.097***",="0.142***",="0.219*",="0.207",="0.229**"
="",="(0.009)",="(0.011)",="(0.011)",="(0.133)",="(0.146)",="(0.116)"
="year==2011",="0.085***",="0.071***",="0.098***",="0.147*",="0.138",="0.155**"
="",="(0.007)",="(0.007)",="(0.009)",="(0.080)",="(0.088)",="(0.070)"
="year==2016",="0.055***",="0.049***",="0.062***",="0.044***",="0.037***",="0.051***"
="",="(0.004)",="(0.005)",="(0.005)",="(0.012)",="(0.013)",="(0.010)"
="year==2021",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"
="lag_share_college",="0.501***",="0.374***",="0.634***",="0.329",="0.188",="0.498**"
="",="(0.086)",="(0.100)",="(0.110)",="(0.277)",="(0.311)",="(0.235)"
="N",="1457.000",="1457.000",="1457.000",="1518.000",="1518.000",="1518.000"
="widstat",="13.807",="13.807",="13.807",="0.798",="0.798",="0.798"
="arf",="1.109",="0.584",="0.054",="13.917",="16.164",="7.823"
="arfp",="0.293",="0.446",="0.817",="0.000",="0.000",="0.006"
="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
="Table 5: Hetero"
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)"
="",="share_stem",="share_stemm",="share_stemf",="share_stem",="share_stemm",="share_stemf"
="immigration share(denominator:pop i,t-1)",="0.052",="0.018",="0.016",="-0.047",="-0.017",="-0.088"
="",="(0.056)",="(0.072)",="(0.020)",="(0.100)",="(0.128)",="(0.111)"
="year==1996",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"
="year==2001",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"
="year==2006",="0.016**",="0.016",="0.004",="0.005",="0.005",="-0.004"
="",="(0.007)",="(0.010)",="(0.003)",="(0.008)",="(0.010)",="(0.008)"
="year==2011",="0.014***",="0.018**",="0.002",="0.004",="0.004",="-0.003"
="",="(0.005)",="(0.007)",="(0.003)",="(0.006)",="(0.007)",="(0.006)"
="year==2016",="0.010***",="0.013***",="-0.001",="0.002*",="0.002",="-0.001"
="",="(0.003)",="(0.005)",="(0.002)",="(0.001)",="(0.002)",="(0.001)"
="year==2021",="0.000",="0.000",="0.000",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)",="(.)",="(.)",="(.)"
="lag_share_college",="0.114",="0.153",="-0.000",="-0.004",="-0.080*",="0.023"
="",="(0.093)",="(0.140)",="(0.046)",="(0.030)",="(0.043)",="(0.024)"
="N",="971.000",="970.000",="971.000",="1012.000",="1012.000",="1012.000"
="widstat",="17.250",="16.946",="17.250",="8.514",="8.514",="8.514"
="arf",="1.140",="0.067",="0.647",="0.245",="0.017",="0.804"
="arfp",="0.287",="0.795",="0.422",="0.621",="0.896",="0.371"
="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
