="Table 3A: POLS"
="",="(1)",="(2)",="(3)"
="",="outcome var(ver2.1.)",="outcome var(ver2.1.)",="outcome var(ver2.1.)"
="growth rate",="0.276***",="0.304***",="-0.354***"
="",="(0.060)",="(0.086)",="(0.045)"
="year==1996",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)"
="year==2001",="0.020***",="-0.053***",="0.013**"
="",="(0.004)",="(0.006)",="(0.007)"
="year==2006",="-0.115***",="1.275***",="-0.347***"
="",="(0.008)",="(0.028)",="(0.009)"
="year==2011",="0.024***",="0.070***",="-0.077***"
="",="(0.005)",="(0.010)",="(0.008)"
="year==2016",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)"
="year==2021",="0.070***",="0.026**",="-0.092***"
="",="(0.008)",="(0.013)",="(0.009)"
="Constant",="-0.055***",="-0.048***",="0.079***"
="",="(0.012)",="(0.017)",="(0.011)"
="N",="2480.000",="2480.000",="2480.000"
="r2",="0.407",="0.808",="0.595"
="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
="Table 3B: FE"
="",="(1)",="(2)",="(3)"
="",="outcome var(ver2.1.)",="outcome var(ver2.1.)",="outcome var(ver2.1.)"
="growth rate",="0.015",="0.316",="-0.137**"
="",="(0.094)",="(0.200)",="(0.066)"
="year==1996",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)"
="year==2001",="-0.017",="-0.080***",="0.077***"
="",="(0.010)",="(0.025)",="(0.008)"
="year==2006",="-0.180***",="1.249***",="-0.259***"
="",="(0.006)",="(0.022)",="(0.005)"
="year==2011",="-0.033***",="0.044***",="0.004"
="",="(0.007)",="(0.011)",="(0.006)"
="year==2016",="-0.031***",="-0.027",="0.060***"
="",="(0.012)",="(0.028)",="(0.010)"
="year==2021",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)"
="N",="2480.000",="2480.000",="2480.000"
="r2",="0.457",="0.834",="0.656"
="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
="Table 3C: FEIV"
="",="(1)",="(2)",="(3)"
="",="outcome var(ver2.1.)",="outcome var(ver2.1.)",="outcome var(ver2.1.)"
="growth rate",="0.024",="1.118***",="-0.553***"
="",="(0.109)",="(0.221)",="(0.142)"
="year==1996",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)"
="year==2001",="-0.056***",="-0.333***",="0.229***"
="",="(0.019)",="(0.045)",="(0.025)"
="year==2006",="-0.214***",="1.121***",="-0.170***"
="",="(0.010)",="(0.034)",="(0.012)"
="year==2011",="-0.060***",="-0.075***",="0.086***"
="",="(0.010)",="(0.022)",="(0.012)"
="year==2016",="-0.049***",="-0.181***",="0.155***"
="",="(0.018)",="(0.037)",="(0.024)"
="year==2021",="0.000",="0.000",="0.000"
="",="(.)",="(.)",="(.)"
="L.share_popfifold",="0.733***",="-0.343",="-0.889***"
="",="(0.151)",="(0.355)",="(0.235)"
="L.share_college",="-0.311***",="-2.104***",="1.083***"
="",="(0.089)",="(0.244)",="(0.107)"
="N",="2480.000",="2480.000",="2480.000"
="widstat",="407.784",="407.784",="407.784"
="arf",="0.047",="25.496",="14.368"
="arfp",="0.829",="0.000",="0.000"
="Standard errors in parentheses"
="* p<0.10, ** p<0.05, *** p<0.01"
